
15	160
32	32
0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	3	0	2	0	4	4	4	4	0	4	4	2	0	0	0	0	3	0	2	2	0	0	0	0	3	0	2	2	0	0	0	0	3	0	2	2	0	0	0	0	3	0	2	2	0	0	0	0	3	0	0	4	4	4	4	0	4	5	5	5	2	0	0	0	0	3	0	2	2	0	0	0	0	5	5	5	5	2	0	0	0	0	3	0	2	2	0	0	0	0	3	2	0	0	0	0	3	0	2	2	0	0	0	0	3	0	2	0	4	4	4	6	6	6	6	6	6	6	6	2	0	0	0	2	0	0	0	0	3	0	0	4	4	4	4	0	4	5	5	
0	2	0	7	0	2	0	7	0	2	0	7	0	2	0	7	0	3	8	3	9	9	0	0	0	0	2	2	0	0	2	0	0	3	8	3	9	9	0	0	0	3	8	3	9	9	0	0	0	3	8	3	9	9	0	0	0	3	8	3	9	9	0	0	0	3	8	3	9	9	0	0	0	2	2	0	0	2	2	0	2	0	3	8	3	9	9	0	0	0	3	8	3	9	2	0	2	0	0	3	8	3	9	9	0	0	0	3	8	3	9	9	0	3	8	3	9	9	0	0	0	3	8	3	9	9	0	0	0	0	0	2	6	2	2	6	6	2	2	6	0	3	8	3	0	3	8	3	9	9	0	0	0	2	2	0	0	2	2	0	
7	0	0	0	7	0	0	0	7	0	0	0	7	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	0	7	0	0	9	9	9	9	9	9	9	0	9	9	9	9	0	7	0	7	0	9	9	9	9	9	9	9	0	9	9	9	9	9	0	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	2	6	2	2	2	6	2	2	0	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	0	7	
0	0	2	0	0	0	2	0	0	1	0	0	0	0	2	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	10	9	9	9	9	9	10	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	7	7	7	7	9	9	9	9	9	9	9	9	9	9	9	9	7	7	7	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	2	6	6	6	2	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	7	7	
0	1	0	0	0	1	0	0	0	2	0	7	0	1	0	0	9	9	9	9	9	9	9	9	9	9	0	1	0	0	9	9	9	9	9	9	9	11	9	9	9	9	9	11	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	6	6	6	6	6	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	
0	2	0	7	0	2	0	7	7	0	0	0	0	2	0	7	9	9	9	9	9	9	9	9	9	9	0	2	0	7	9	9	9	9	9	9	9	5	5	9	9	9	5	5	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	99	12	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	12	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	2	2	6	6	2	2	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	12	
7	0	0	0	7	0	0	0	0	0	2	0	7	0	0	0	9	9	9	9	9	9	9	9	9	9	7	0	1	0	0	9	9	9	9	9	9	2	0	9	9	9	2	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	12	12	9	9	9	0	2	13	13	13	13	2	0	9	9	9	12	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	2	6	2	2	2	6	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	12	
0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	0	9	9	9	9	9	9	9	9	9	9	0	0	2	0	7	9	9	9	9	9	9	0	7	9	9	9	0	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	12	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	12	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	2	6	6	6	2	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	12	
0	1	0	0	0	2	0	7	0	2	0	7	0	1	0	0	9	9	9	9	9	9	9	9	9	9	9	7	0	1	0	0	9	9	9	9	9	7	7	9	9	9	7	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	1	1	0	5	5	6	6	6	6	13	13	13	13	13	13	13	13	0	1	0	0	5	5	0	1	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	6	6	6	6	6	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	1	1	0	5	5	
0	2	0	7	7	0	0	0	7	0	0	0	0	2	0	7	9	9	9	9	9	9	9	9	9	9	9	0	0	2	0	7	9	9	9	9	9	0	0	9	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	2	0	6	2	2	6	9	9	9	9	9	9	9	9	0	2	0	7	2	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	2	2	6	6	2	2	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	2	0	
7	0	0	0	0	0	2	0	0	0	2	0	7	0	0	0	9	9	9	9	9	9	14	9	9	9	9	9	7	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	7	2	6	2	2	9	9	13	13	13	13	9	9	7	0	0	0	0	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	2	6	2	2	2	6	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	7	
0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	9	9	9	10	9	9	14	9	9	10	9	9	0	0	2	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	7	7	5	5	6	6	9	9	9	9	9	9	9	9	0	0	5	5	7	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	2	6	6	6	2	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	7	7	
0	2	0	7	0	2	0	7	0	2	0	7	0	1	0	0	9	9	9	14	14	9	15	9	14	14	9	9	9	9	9	9	9	9	9	9	9	14	14	14	14	14	14	14	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	2	0	9	9	9	9	9	9	9	9	9	9	9	9	2	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	
7	0	0	0	7	0	0	0	7	0	0	0	0	2	0	7	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	7	9	9	9	9	9	9	9	9	9	9	9	9	0	7	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	6	6	6	6	6	6	6	6	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	0	4	4	4	4	0	4	4	
0	0	2	0	0	0	2	0	0	0	2	0	7	0	0	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	7	7	9	9	9	9	13	13	13	13	9	9	9	9	7	7	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	6	2	2	6	6	2	2	6	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	2	0	
END
